Disease,Section,Content,URL
Refugee and migrant health,WHO response,"7. United Nations General Assembly resolution 71/1 (2016). New York Declaration for Refugees and Migrants, paragraph 6 (http://undocs.org/a/res/71/1)",https://www.who.int/news-room/fact-sheets/detail/refugee-and-migrant-health
Refugee and migrant health,WHO response,8.https://www.unhcr.org/refugee-statistics/,https://www.who.int/news-room/fact-sheets/detail/refugee-and-migrant-health
Refugee and migrant health,WHO response,9.https://data2.unhcr.org/en/situations/ukraine,https://www.who.int/news-room/fact-sheets/detail/refugee-and-migrant-health
Refugee and migrant health,WHO response,10.Interactive World Migration Report 2022 (iom.int),https://www.who.int/news-room/fact-sheets/detail/refugee-and-migrant-health
Refugee and migrant mental health,Key facts,"In 2024, there were 123.2 million forcibly displaced people globally, including 73.5 million internally displaced people, 36.8 million refugees, 8.4 million asylum-seekers, and 5.9 million others needing international protection(1).",https://www.who.int/news-room/fact-sheets/detail/refugee-and-migrant-mental-health
Refugee and migrant mental health,Key facts,Low- and middle-income countries host 71% of the world’s refugees and others needing international protection(1).,https://www.who.int/news-room/fact-sheets/detail/refugee-and-migrant-mental-health
Refugee and migrant mental health,Key facts,"Refugees and migrants exposed to adversity are more likely than host populations to experience mental health conditions such as depression, anxiety, post-traumatic stress disorder (PTSD), suicide and psychoses.",https://www.who.int/news-room/fact-sheets/detail/refugee-and-migrant-mental-health
Refugee and migrant mental health,Key facts,Many refugees and migrants struggle to access mental health services and face disruptions in continuity of care.,https://www.who.int/news-room/fact-sheets/detail/refugee-and-migrant-mental-health
Refugee and migrant mental health,Key facts,Refugees and migrants contribute positively to society and there are many evidence-based strategies to support them in reaching their full potential.,https://www.who.int/news-room/fact-sheets/detail/refugee-and-migrant-mental-health
Refugee and migrant mental health,Key facts,"Today more people than ever live in a country other than the one where they were born. While many people migrate out of choice, others migrate out of necessity. Some may be forcibly displaced from their homes as they flee persecution, conflict, violence or disaster. Others facing adversity may also have little option but to move, for example to escape inhuman treatment, avoid economic hardship, access social rights or reunite with families.",https://www.who.int/news-room/fact-sheets/detail/refugee-and-migrant-mental-health
Refugee and migrant mental health,Key facts,"Refugees and migrants exposed to adversity have diverse mental health needs, shaped by experiences in their country of origin, their migration journey, their host country’s entry and integration policies, and living and working conditions. In some contexts, they may be at greater risk of experiencing mental health conditions than their host population. Refugees and migrants face significant barriers that hamper inclusion in society and limit the accessibility and acceptability of mental health services. Addressing these typically requires targeted, multi-disciplinary action, including culturally sensitive and integrated mental health care, social support, legal assistance and community engagement.",https://www.who.int/news-room/fact-sheets/detail/refugee-and-migrant-mental-health
Refugee and migrant mental health,Stressors facing refugees and migrants,The experience of migration is a key determinant of refugee and migrant mental health. Each stage of the migration journey presents unique stressors that can increase the risk of developing mental health conditions.,https://www.who.int/news-room/fact-sheets/detail/refugee-and-migrant-mental-health
Refugee and migrant mental health,Stressors facing refugees and migrants,"Pre-migration:lack of livelihoods and opportunities for education and development, exposure to armed conflict, violence, natural disasters, poverty and/or persecution.",https://www.who.int/news-room/fact-sheets/detail/refugee-and-migrant-mental-health
Refugee and migrant mental health,Stressors facing refugees and migrants,"Migration travel and transit:exposure to challenging and life-threatening conditions including violence, detention and lack of access to services to cover basic needs.",https://www.who.int/news-room/fact-sheets/detail/refugee-and-migrant-mental-health
Refugee and migrant mental health,Stressors facing refugees and migrants,"Post-migration:barriers that hamper access to mental health care and other services, poor living conditions, separation from family members and support networks, potentially uncertain legal status, and in some cases detention in immigration centres.",https://www.who.int/news-room/fact-sheets/detail/refugee-and-migrant-mental-health
Refugee and migrant mental health,Stressors facing refugees and migrants,"Integration and settlement:poor living or working conditions, unemployment, assimilation difficulties, threats to cultural, religious, and gender identities, challenges with obtaining entitlements or navigating policies, racism and exclusion, tensions with host populations, social isolation and possible deportation.",https://www.who.int/news-room/fact-sheets/detail/refugee-and-migrant-mental-health
Refugee and migrant mental health,Risks and protective factors,"In all contexts, and at all stages of the migration journey, refugee and migrant mental health is influenced by diverse individual, family, community and structural factors that can be grouped into five areas.",https://www.who.int/news-room/fact-sheets/detail/refugee-and-migrant-mental-health
Refugee and migrant mental health,Risks and protective factors,"Community support. Being part of a community with a shared background, and attending school for children, is associated with better mental health.",https://www.who.int/news-room/fact-sheets/detail/refugee-and-migrant-mental-health
Refugee and migrant mental health,Risks and protective factors,"Basic needs and security. Insecure income, work, housing, legal status and access to food can contribute to poor mental health.",https://www.who.int/news-room/fact-sheets/detail/refugee-and-migrant-mental-health
Refugee and migrant mental health,Risks and protective factors,Stigma. Experiences of racism and discrimination may prevent or delay help seeking and are associated with adverse mental health outcomes.,https://www.who.int/news-room/fact-sheets/detail/refugee-and-migrant-mental-health
Refugee and migrant mental health,Risks and protective factors,"Adversity and trauma. Exposure to potentially traumatic events such as conflict, abuse, violence and extended detention is associated with mental health conditions such as depression and PTSD.",https://www.who.int/news-room/fact-sheets/detail/refugee-and-migrant-mental-health
Refugee and migrant mental health,Risks and protective factors,"Access to services. Language barriers, lack of awareness and confidentiality concerns often prevent refugees and migrants from accessing mental health care.",https://www.who.int/news-room/fact-sheets/detail/refugee-and-migrant-mental-health
Refugee and migrant mental health,Prevalence of mental health conditions,"Many refugees and migrants experience distress, such as feelings of anxiety, sadness, hopelessness, difficulty sleeping, fatigue, irritability, anger and physical pains.For most people, these reactions improve over time. Others will go on to develop mental health conditions.",https://www.who.int/news-room/fact-sheets/detail/refugee-and-migrant-mental-health
Refugee and migrant mental health,Prevalence of mental health conditions,"Studies show that mental health conditions such as depression, anxiety, PTSD and suicide are more prevalent among refugees and migrants than host populations. In several countries, the incidence of psychoses is also higher among migrants, linked to cumulative social disadvantages throughout the migration journey.",https://www.who.int/news-room/fact-sheets/detail/refugee-and-migrant-mental-health
Refugee and migrant mental health,Policy considerations to benefit refugee and migrant mental health,Promote community support and social inclusion.Encourage refugees and migrants to participate in society through community forums and peer-mentorship programmes. Avoid separating families and children.,https://www.who.int/news-room/fact-sheets/detail/refugee-and-migrant-mental-health
Refugee and migrant mental health,Policy considerations to benefit refugee and migrant mental health,"Address social determinants.Ensure equal access to basic needs, such as food, housing, legal support, safety, education and employment. Involve multiple sectors (e.g. law enforcement, social services) to integrate mental health support and ensure referral and access to services.",https://www.who.int/news-room/fact-sheets/detail/refugee-and-migrant-mental-health
Refugee and migrant mental health,Policy considerations to benefit refugee and migrant mental health,"Integrate mental health into general health care.Train general health workers to assess and treat people with mental health conditions. Also train other professionals (e.g. migration officers, social workers, teachers) to recognize, support and refer those needing mental health care. Adapt interventions to account for language and culture.",https://www.who.int/news-room/fact-sheets/detail/refugee-and-migrant-mental-health
Refugee and migrant mental health,Policy considerations to benefit refugee and migrant mental health,"Offer flexible mental health services. Give people choices regarding the location, provider and treatment approach of their mental health care. Clearly communicate entitlements and service access options (e.g. through community outreach, schools, faith groups).",https://www.who.int/news-room/fact-sheets/detail/refugee-and-migrant-mental-health
Refugee and migrant mental health,Policy considerations to benefit refugee and migrant mental health,"Protect human rights.Safeguard the human rights of all refugees and migrants regardless of legal status. Protect them from discrimination and violence, especially at-risk groups such as unaccompanied minors, people with disabilities and those who identify as LGBTIQ+.",https://www.who.int/news-room/fact-sheets/detail/refugee-and-migrant-mental-health
Refugee and migrant mental health,Policy considerations to benefit refugee and migrant mental health,"Strengthen community capacity.Engage with refugee and migrant groups, provide information about mental health services, and offer community-based referrals. Improve continuity of care by ensuring communication among service providers and providing portable health information.",https://www.who.int/news-room/fact-sheets/detail/refugee-and-migrant-mental-health
Refugee and migrant mental health,WHO response,WHO uses its three strategic approaches to support Member States in including refugees and migrants in national health systems and ensuring their access to mental health services as part of their journey towards universal health coverage.,https://www.who.int/news-room/fact-sheets/detail/refugee-and-migrant-mental-health
Refugee and migrant mental health,WHO response,"Leadership and advocacy.WHO’sGlobal Action Plan (2019–2023)is designed to promote the health of refugees and migrants through concerted international action and cooperation. The updatedComprehensive Mental Health Action Plan (2013–2030)focuses specifically on promoting mental well-being, and reducing the impact of mental health conditions. It emphasizes the need to address disparities in access to care and improve support for at-risk groups, including refugees and migrants.",https://www.who.int/news-room/fact-sheets/detail/refugee-and-migrant-mental-health
Refugee and migrant mental health,WHO response,"Through theGlobal Compact on Refugees Multistakeholder pledge, WHO is committed to integrating mental health and psychosocial support in humanitarian, development and peace-building programmes. WHO also co-chairs theInter-Agency Standing Committee Reference Group on Mental Health and Psychosocial Support in Emergency Settings, helping to ensure coordinated mental health responses in emergencies.",https://www.who.int/news-room/fact-sheets/detail/refugee-and-migrant-mental-health
Refugee and migrant mental health,WHO response,"Norms, standards and data.WHO’s2023 Global Evidence Review on Health and Migration (GEHM)focused on the mental health needs of refugees and migrants, identifying major risks and protective factors and making key research and policy recommendations.With partners, WHO has also published a range of practical tools and guidelines to meet the mental health needs of people affected by emergencies, including refugees and migrants. These are used by most large international humanitarian organizations active in mental health.",https://www.who.int/news-room/fact-sheets/detail/refugee-and-migrant-mental-health
Refugee and migrant mental health,WHO response,"Country support.Working with partners such as the International Organization for Migration (IOM) and The UN Refugee Agency (UNHCR), WHO supports mental health in diverse countries and territories hosting large numbers of refugees and migrants, including Chad, Colombia, Ethiopia, Jordan, Lebanon, Sudan, Türkiye and Uganda.",https://www.who.int/news-room/fact-sheets/detail/refugee-and-migrant-mental-health
Refugee and migrant mental health,WHO response,Refugee data finder. Geneva: UNHCR – The UN Refugee Agency; 2024 (https://www.unhcr.org/refugee-statistics).,https://www.who.int/news-room/fact-sheets/detail/refugee-and-migrant-mental-health
Rehabilitation,Overview,Rehabilitation is defined as “a set of interventions designed to optimize functioning and reduce disability in individuals with health conditions in interaction with their environment”.,https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,Overview,"Put simply, rehabilitation helps a child, adult or older person to be as independent as possible in everyday activities and enables participation in education, work, recreation and meaningful life roles such as taking care of family. It does so by working
    with the person and their family to address underlying health conditions and their symptoms, modifying their environment to better suit their needs, using assistive products, educating to strengthen self-management, and adapting tasks so that they
    can be performed more safely and independently. Together, these strategies can help an individual; overcome difficulties with thinking, seeing, hearing, communicating, eating or moving around.",https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,Overview,"Anybody may need rehabilitation at some point in their lives, following an injury, surgery, disease or illness, or because their functioning has declined with age.",https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,Overview,speech and language training to improve a person’s communication after a brain injury;,https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,Overview,"physical exercise training to improve muscle strength, voluntary movements and balance in persons with stroke or Parkinson disease;",https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,Overview,modifying an older person’s home environment to improve their safety and independence at home and to reduce their risk of falls;,https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,Overview,educating a person with heart disease on how to exercise safely;,https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,Overview,"preparing a person with an amputation to be able to use a prosthetic and making, fitting and refitting the prosthesis;",https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,Overview,"positioning and splinting techniques to assist with skin healing, reduce swelling, and to regain movement after burn surgery;",https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,Overview,prescribing medicine to reduce spasticity for a child with cerebral palsy;,https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,Overview,psychological therapies for a person with emotional distress following a spinal cord injury;,https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,Overview,"Social skills training for persons with schizophrenia, autism spectrum disorders or disorders of intellectual disability.",https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,Overview,training a person with vision loss in the use of a white cane; and,https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,Overview,"working with a patient in intensive care to improve their breathing, prevent complications and speed their recovery after critical illness",https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,Overview,"Rehabilitation is highly person-centred, meaning that the interventions selected for each individual are targeted to their goals and preferences. Rehabilitation can be provided in many different places, such as inpatient or outpatient hospital settings,
    outpatient physio- or occupational therapy practices, and community settings such as an individual’s home, a school or a workplace.",https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,Overview,"The rehabilitation workforce is made up of different health workers, including but not limited to physiotherapists, occupational therapists, speech and language therapists and audiologists, orthotists and prosthetists, clinical psychologists, physical
    medicine and rehabilitation doctors, and rehabilitation nurses. Many other health workers, such as general practitioners, surgeons, and community health workers may also play an important role in a person’s rehabilitation.",https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,The benefits of rehabilitation,"Rehabilitation can reduce the impact of a broad range of health conditions, including diseases (acute or chronic), illnesses or injuries. It complements other health interventions, such as medical and surgical interventions, helping to facilitate recovery
    and achieve the best outcome possible. In addition, rehabilitation can help to prevent, reduce or manage complications associated with many health conditions, such as in the context of spinal cord injury, stroke, or fractures.",https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,The benefits of rehabilitation,"Rehabilitation helps to minimize or slow down the disabling effects of chronic health conditions, such as cardiovascular disease, cancer and diabetes by equipping people with self-management strategies and the assistive products they require, or by addressing
    pain or other complications. As such, it contributes to healthy ageing.",https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,The benefits of rehabilitation,"Rehabilitation is an investment, with cost benefits for both the individuals and society. It can help to avoid costly hospitalization, reduce hospital length of stay, and prevent re-admissions. As rehabilitation also enables individuals to engage in or
    return to work and employment, or to remain independent at home, it minimizes the need for financial or caregiver support.",https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,The benefits of rehabilitation,Rehabilitation is an important part of universal health coverage and is a key strategy for achieving Sustainable Development Goal 3 – “Ensure healthy lives and promote well-being for all at all ages”.,https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,Misconceptions about rehabilitation,"Rehabilitation is not only for people with disabilities or long-term or physical impairments. Rather, rehabilitation is an essential health service for anyone with an acute or chronic health condition, impairment or injury that limits functioning, and
    as such should be available for anyone who needs it.",https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,Misconceptions about rehabilitation,Rehabilitation is not a luxury health service that is available only for those who can afford it. Nor is it an optional service to try only when other interventions to prevent or cure a health condition fail.,https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,Misconceptions about rehabilitation,"For the full extent of the social, economic and health benefits of rehabilitation to be realized, timely, high quality and affordable rehabilitation interventions should be available to all. In many cases, this means starting rehabilitation as soon as
    a health condition is noted and continuing to deliver rehabilitation alongside other health interventions.",https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,Unmet global need for rehabilitation,"Globally, about 2.4 billion people are currently living with a health condition that may benefit from rehabilitation. With changes taking place in the health and characteristics of the population worldwide, this estimated need for rehabilitation is only
    going to increase in the coming years. People are living longer, with the number of people over 60 years of age predicted to double by 2050, and more people are living with chronic diseases such as diabetes, stroke and cancer. At the same time, the
    ongoing incidence of injury and child developmental conditions (such as cerebral palsy) persist. These health conditions can impact an individual’s functioning and are linked to increased levels of disability, for which rehabilitation can be
    beneficial.",https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,Unmet global need for rehabilitation,"In many parts of the world, this increasing need for rehabilitation is going largely unmet. More than half of people living in some low- and middle-income countries who require rehabilitation services do not receive them.",https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,Unmet global need for rehabilitation,"Global rehabilitation needs continue to be unmet due to multiple factors, including:",https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,Unmet global need for rehabilitation,"lack of prioritization, funding, policies, and plans for rehabilitation at a national level;",https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,Unmet global need for rehabilitation,"lack of available rehabilitation services outside urban areas, and long waiting times;",https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,Unmet global need for rehabilitation,high out-of-pocket expenses and non-existent or inadequate means of funding;,https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,Unmet global need for rehabilitation,"lack of trained rehabilitation professionals, with less than 10 skilled practitioners per 1 million population in many low- and middle-income settings;",https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,Unmet global need for rehabilitation,"lack of resources, including assistive technology, equipment, and consumables;",https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,Unmet global need for rehabilitation,the need for more research and data on rehabilitation; and,https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,Unmet global need for rehabilitation,ineffective and under-utilized referral pathways to rehabilitation.,https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,Rehabilitation in emergencies,"Natural hazards such as earthquakes or disease outbreaks and human induced hazards including conflict, terrorism or industrial accidents can generate overwhelming rehabilitation needs as a result of injury or illness. They also simultaneously disrupt
    existing services and have the greatest impact on the most vulnerable populations and the weakest health systems.",https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,Rehabilitation in emergencies,"While the important role of rehabilitation in emergencies is recognized in clinical and humanitarian guidelines, it is rarely considered as part of health system preparedness and early response. The result is that pre-existing limitations in rehabilitation
    services are magnified, health service delivery is less efficient, and people directly affected are at risk of increased impairment and disability.",https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,WHO response,"A health system strengthening approach is needed to ensure that rehabilitation services can reach all who need them. This involves making rehabilitation part of all levels of care, including primary care, and ensuring it is incorporated as part of universal health coverage.",https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,WHO response,WHO’s work is guided by the resolution onStrengthening rehabilitation in health systems adopted at the Seventy-sixth World Health Assembly implemented through theRehabilitation 2030 initiativeas requested by the resolution.,https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,WHO response,WHO’s work focuses on providing technical support to Member States in the areas of:,https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,WHO response,Rehabilitation leadership and governanceRehabilitation in health systems.,https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,WHO response,Rehabilitation financingRehabilitation in health financing: opportunities on the way to universal health coverage.,https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,WHO response,Rehabilitation in health financing: opportunities on the way to universal health coverage.,https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,WHO response,Rehabilitation health information systemsRoutine health information systems- rehabilitation toolkit.,https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,WHO response,Routine health information systems- rehabilitation toolkit.,https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,WHO response,Rehabilitation service deliveryBasic rehabilitation package clinical resourceAccess to rehabilitation in primary health care: an ongoing challenge.,https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,WHO response,Basic rehabilitation package clinical resource,https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,WHO response,Access to rehabilitation in primary health care: an ongoing challenge.,https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,WHO response,Rehabilitation workforceRehabilitation competency frameworkGuide for rehabilitation workforce evaluationStrengthening rehabilitation research and evidenceRehabilitation Need EstimatorHealth Policy and Systems Research Agenda for RehabilitationWHO bulletin.,https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,WHO response,Guide for rehabilitation workforce evaluationStrengthening rehabilitation research and evidenceRehabilitation Need EstimatorHealth Policy and Systems Research Agenda for RehabilitationWHO bulletin.,https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,WHO response,Strengthening rehabilitation research and evidenceRehabilitation Need EstimatorHealth Policy and Systems Research Agenda for RehabilitationWHO bulletin.,https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,WHO response,Health Policy and Systems Research Agenda for Rehabilitation,https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,WHO response,"Strengthening rehabilitation in emergenciesStrengthening rehabilitation in health emergency preparedness, readiness, response and resilience: policy briefMinimum technical standards and recommendations for rehabilitation in emergency medical teams.",https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,WHO response,"Strengthening rehabilitation in health emergency preparedness, readiness, response and resilience: policy brief",https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,WHO response,Minimum technical standards and recommendations for rehabilitation in emergency medical teams.,https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Rehabilitation,WHO response,"WHO is also working to strengthen rehabilitation advocacy, through theWorld Rehabilitation Alliance.",https://www.who.int/news-room/fact-sheets/detail/rehabilitation
Respiratory syncytial virus (RSV),Overview,"Respiratory syncytial virus (RSV) is an RNA virus that belongs to thePneumoviridaefamily along with the human metapneumovirus and consists in two genotypes (A and B)(1). RSV is specific and pathogenic for humans and infects cells along the human respiratory tract, from the nose to the lungs. RSV causes a wide spectrum of respiratory disease, from mild upper respiratory tract infections (in most cases) to life threatening lower respiratory tract infections (2). Infants, especially those under six months of age, are at highest risk of severe RSV disease and death. RSV can also cause severe disease among elderly people and those with underlying illnesses. Until recently, there was no vaccine available to protect infants and elderly people from RSV disease. In the last few years, several vaccines and a long-acting monoclonal antibody have been licensed and are starting to be used to prevent severe RSV disease in these high-risk populations.",https://www.who.int/news-room/fact-sheets/detail/respiratory-syncytial-virus-(rsv)
Respiratory syncytial virus (RSV),Scope of the problem,"Each year, RSV causes an estimated 3.6 million RSV-associated hospitalizations and approximately 100 000 RSV-attributable deaths in children under 5 years of age worldwide(3). Approximately half of RSV deaths among children occur in infants under the age of 6 months. Most paediatric RSV deaths (97%) occur in low- and middle-income countries where there is limited access to supportive medical care(3). The global estimates of adult RSV disease are not known; in the United States of America, it has been estimated that RSV results in up to 160 000 hospitalizations and 10 000 deaths among adults over 65 years of age. The hospitalization rate for adults infected with RSV is higher among individuals with underlying conditions like asthma, chronic obstructive pulmonary disease, or congestive heart failure(4).",https://www.who.int/news-room/fact-sheets/detail/respiratory-syncytial-virus-(rsv)
Respiratory syncytial virus (RSV),Scope of the problem,"Most countries demonstrate RSV seasonality, with most annual RSV infections occurring over a several month period(5). In temperate climates, RSV causes seasonal epidemics, tending to occur in late fall and winter, with an average duration of elevated viral circulation of five months. Although not as sharply defined, most sub-tropical and tropical countries also experience consistent months of high RSV circulation during each year but with no clear seasonality patterns(5, 6).",https://www.who.int/news-room/fact-sheets/detail/respiratory-syncytial-virus-(rsv)
Respiratory syncytial virus (RSV),Transmission,"RSV is transmitted via infectious respiratory particles through the air from an infected person to another one. The virus is also thought to be transmitted by direct contact with infected persons or through support contaminated with the virus. Almost all babies are infected by RSV by their second birthday. Most have mild illness, but some can get very sick. Older children and adults are often re-infected with RSV, but usually have mild illness, except for elderly persons and those with significant underlying illnesses who can have severe illness and even die.",https://www.who.int/news-room/fact-sheets/detail/respiratory-syncytial-virus-(rsv)
Respiratory syncytial virus (RSV),Symptoms,The first symptoms of RSV usually present between day 4–7 after exposure to the virus(2).,https://www.who.int/news-room/fact-sheets/detail/respiratory-syncytial-virus-(rsv)
Respiratory syncytial virus (RSV),Symptoms,Signs and symptoms of upper respiratory illness include:,https://www.who.int/news-room/fact-sheets/detail/respiratory-syncytial-virus-(rsv)
Respiratory syncytial virus (RSV),Symptoms,"It is to be noted that although most children may present with fever during RSV infection, a certain proportion of young children may not.",https://www.who.int/news-room/fact-sheets/detail/respiratory-syncytial-virus-(rsv)
Respiratory syncytial virus (RSV),Symptoms,Signs and symptoms consistent with lower respiratory tract infection include:,https://www.who.int/news-room/fact-sheets/detail/respiratory-syncytial-virus-(rsv)
Respiratory syncytial virus (RSV),Symptoms,"Severe lung disease can result in low oxygen levels in the body, respiratory muscle fatigue and can sometimes result in death. RSV-LRTI in early life may lead to long-term respiratory consequences, including repeat hospitalizations for respiratory illness during infancy, recurrent wheeze and/or asthma, and impaired lung health beyond infancy(2).",https://www.who.int/news-room/fact-sheets/detail/respiratory-syncytial-virus-(rsv)
Respiratory syncytial virus (RSV),Symptoms,"RSV infection in elderly adults can exacerbate chronic underlying illnesses, such as lung and heart disease(4).",https://www.who.int/news-room/fact-sheets/detail/respiratory-syncytial-virus-(rsv)
Respiratory syncytial virus (RSV),Treatment and prevention,"There is no specific treatment for RSV. Management of severe RSV disease involves supportive care, such as nasal suction of secretions, intravenous fluids for hydration, and most importantly supplemental oxygen to help breathing(2).",https://www.who.int/news-room/fact-sheets/detail/respiratory-syncytial-virus-(rsv)
Respiratory syncytial virus (RSV),Treatment and prevention,"Several immunization products are currently available to prevent severe RSV disease in infants and elderly adults(7). To protect infants, there is a vaccine given to pregnant women and persons late in pregnancy (WHO recommends third trimester vaccination, defined from 28 weeks gestational age in most settings). Maternal immunization allows transfer of antibodies against RSV through the placenta to the unborn baby, who is then protected for approximately 6 months after birth.",https://www.who.int/news-room/fact-sheets/detail/respiratory-syncytial-virus-(rsv)
Respiratory syncytial virus (RSV),Treatment and prevention,"Another immunization product to protect babies is a long-acting monoclonal antibody that targets the RSV virus. It is given as an intramuscular injection to protect against severe RSV lower respiratory tract infection lung disease during RSV infection. This product can be administered to all neonates and infants entering their first RSV season. In addition, countries could consider administering monoclonal antibody to young children (up to 24 months) with high risk of severe RSV disease (e.g. chronic lung disease, congenital heart disease, immunocompromised) entering their second RSV season.",https://www.who.int/news-room/fact-sheets/detail/respiratory-syncytial-virus-(rsv)
Respiratory syncytial virus (RSV),Challenges,"Currently, the cost of these products is high, and they are not affordable to most low- and middle-income countries. Also, there is under-recognition of RSV as a cause of severe lung disease in these countries, who face many other health priorities. Therefore, there is a delay in introducing these potential life-saving interventions for RSV prevention into the countries where they are most needed.",https://www.who.int/news-room/fact-sheets/detail/respiratory-syncytial-virus-(rsv)
Respiratory syncytial virus (RSV),WHO response,"In 2015, the WHO Global Influenza Programme launched the global RSV surveillance project using the existing WHO influenza platform Global Influenza Surveillance and Response System (GISRS).This projectaims to enhance recognition of RSV among infants and young children, focusing on severe disease requiring hospitalization, expanding virologic monitoring to differentiate virus types, and generating a better understanding of the seasonality, age groups at risk and disease burden among young children, particularly in low- and middle-income countries in all WHO regions.",https://www.who.int/news-room/fact-sheets/detail/respiratory-syncytial-virus-(rsv)
Respiratory syncytial virus (RSV),WHO response,"Considering the worldwide impact of RSV disease, theStrategic Group of Experts on Immunizationand WHO, advised that every country should adopt measures to prevent severe RSV in infants. When deciding to use maternal vaccination and/or monoclonal antibodies, factors such as cost, funding, supply, expected coverage and the practicality of integrating these measures into the current health-care system should be taken into account. WHO is working with partners to make these products available in low- and middle-income countries. In the future WHO will issue recommendations on vaccines to prevent severe RSV disease in elderly adults.",https://www.who.int/news-room/fact-sheets/detail/respiratory-syncytial-virus-(rsv)
Respiratory syncytial virus (RSV),WHO response,"WHO is working with partners, including Gavi, the Vaccine Alliance, to make these products available in low- and middle-income countries. The RSV maternal vaccine programme is expected to begin implementation during Gavi’s 2026–2030 strategic period, contingent on the availability of funding. The Region of the Americas, through thePAHO Revolving Fund for Access to Vaccines, is also working to provide countries in the Region affordable access to the RSV maternal vaccine through a pooled procurement mechanism. In the future WHO will issue recommendations on vaccines to prevent severe RSV disease in elderly adults.",https://www.who.int/news-room/fact-sheets/detail/respiratory-syncytial-virus-(rsv)
Rheumatic heart disease,Key facts,Rheumatic heart disease is the most commonly acquired heart disease in people under age 25.,https://www.who.int/news-room/fact-sheets/detail/rheumatic-heart-disease
Rheumatic heart disease,Key facts,Rheumatic heart disease affects an estimated 55 million people worldwide and claims approximately 360 000 lives each year – the large majority in low- or middle-income countries.,https://www.who.int/news-room/fact-sheets/detail/rheumatic-heart-disease
